state,county,2015,2016,2017,2018,fips
Kentucky,Spencer,184304,194128,195094,193530,
Kentucky,Taylor,786395,802636,824931,796470,
Kentucky,Todd,327143,317705,320630,340291,
Kentucky,Trigg,294848,276512,276395,271023,
Kentucky,Trimble,431601,435941,448918,447742,
Kentucky,Union,667814,626698,620104,593494,
Kentucky,Warren,5165512,5272878,5341287,5423938,
Kentucky,Washington,295355,288403,293354,294722,
Kentucky,Wayne,361024,361242,360236,363684,
Kentucky,Webster,657131,592060,585389,590257,
Kentucky,Whitley,1552774,1625077,1634463,1632913,
Kentucky,Wolfe,93035,95075,92978,92991,
Kentucky,Woodford,966450,979105,992683,1000732,
Louisiana,,232457557,228252533,231373058,237372168,
Louisiana,Acadia,1596865,1593043,1593431,1603705,
Louisiana,Allen,591149,615584,629176,630538,
Louisiana,Ascension,8200541,7922252,8313793,8603284,
Louisiana,Assumption,439467,406603,438719,453858,
Louisiana,Avoyelles,828797,833993,854404,848022,
Louisiana,Beauregard,916684,908107,902247,921931,
Louisiana,Bienville,614943,613315,705618,744493,
Louisiana,Bossier,5515885,5437417,5592987,5812033,
Louisiana,Caddo,12924987,12866194,13077685,13294109,
Louisiana,Calcasieu,12688677,13176048,13878425,14399795,
Louisiana,Caldwell,180711,180706,177456,179444,
Louisiana,Cameron,1299342,1755741,1974504,1907462,
Louisiana,Catahoula,197962,202002,219910,194824,
Louisiana,Claiborne,541167,498480,517085,517129,
Louisiana,Concordia,514516,553930,550827,571467,
Louisiana,De Soto,2927784,3024224,3704041,3779059,
Louisiana,East Baton Rouge,31635259,31335354,31114864,32817001,
Louisiana,East Carroll,175695,201446,204591,187385,
Louisiana,East Feliciana,415855,409005,425595,442954,
Louisiana,Evangeline,879623,876533,870261,870132,
Louisiana,Franklin,427764,424804,430950,495366,
Louisiana,Grant,329792,338160,338343,337955,
Louisiana,Iberia,3588693,3190657,3105170,3117265,
Louisiana,Iberville,1846625,1920906,2066737,2056001,
Louisiana,Jackson,487363,443072,448281,443556,
Louisiana,Jefferson,21357371,21270881,21341754,21754436,
Louisiana,Jefferson Davis,908047,922418,916309,913264,
Louisiana,Lafayette,14161299,13074227,13144874,13515417,
Louisiana,Lafourche,4333557,3828674,3821091,3978516,
Louisiana,LaSalle,455339,445973,447162,462138,
Louisiana,Lincoln,1880249,1909955,1945577,1914163,
Louisiana,Livingston,2354447,2211461,2296680,2346977,
Louisiana,Madison,434753,446811,443243,449912,
Louisiana,Morehouse,633534,683754,622742,597005,
Louisiana,Natchitoches,1282694,1273527,1369322,1385024,
Louisiana,Orleans,22624821,22652481,22640166,23196847,
Louisiana,Ouachita,6891832,7164425,7194183,7285480,
Louisiana,Plaquemines,3903701,3491159,3307851,3444860,
Louisiana,Pointe Coupee,784561,754677,763454,708965,
Louisiana,Rapides,5140272,5244230,5259797,5322092,
Louisiana,Red River,804981,821791,1094053,1271107,
Louisiana,Richland,493663,513581,501145,501952,
Louisiana,Sabine,711516,663004,710769,789765,
Louisiana,St. Bernard,1341730,1369282,1325830,1317707,
Louisiana,St. Charles,9415697,8566834,9235840,9662139,
Louisiana,St. Helena,146015,143046,137847,141576,
Louisiana,St. James,3091041,2644422,3019784,3133283,
Louisiana,St. John the Baptist,2884178,2915834,2562558,2367760,
Louisiana,St. Landry,2549714,2454562,2495327,2548496,
Louisiana,St. Martin,1509427,1428451,1397653,1415755,
Louisiana,St. Mary,2807526,2511389,2410106,2479914,
Louisiana,St. Tammany,8743155,8851818,8897905,9056766,
Louisiana,Tangipahoa,3687749,3708532,3863443,3894065,
Louisiana,Tensas,115444,133792,132184,122324,
Louisiana,Terrebonne,6244249,5639720,5381059,5535908,
Louisiana,Union,632819,580206,588380,624213,
Louisiana,Vermilion,1831775,1689785,1728755,1732086,
Louisiana,Vernon,1899629,1851785,1850151,1847621,
Louisiana,Washington,1116134,1122870,1084091,1090184,
Louisiana,Webster,1123677,1098596,1076643,1123296,
Louisiana,West Baton Rouge,3078064,2853638,3160246,3199431,
Louisiana,West Carroll,205144,240769,237010,252662,
Louisiana,West Feliciana,778722,778961,814343,806915,
Louisiana,Winn,439101,431826,440342,439900,
Maine,,53780489,54970953,56189337,57450447,
Maine,Androscoggin,4076246,4124051,4147966,4266879,
Maine,Aroostook,2221966,2302821,2326967,2357454,
Maine,Cumberland,17697798,18239598,18928099,19382624,
Maine,Franklin,982117,972847,959824,985027,
Maine,Hancock,2141685,2143713,2124723,2197937,
Maine,Kennebec,4785659,4881037,4968318,5025676,
Maine,Knox,1483391,1520106,1533423,1555505,
Maine,Lincoln,973621,991563,995145,1030391,
Maine,Oxford,1473755,1488812,1534604,1551556,
Maine,Penobscot,5633056,5769790,5856821,6017850,
Maine,Piscataquis,493508,495156,513749,534476,
Maine,Sagadahoc,1406671,1432812,1444197,1442267,
Maine,Somerset,1636459,1676901,1678925,1660106,
Maine,Waldo,947534,960808,987905,994584,
Maine,Washington,1072106,1066832,1043460,1026010,
Maine,York,6758274,6908370,7149557,7424554,
Maryland,,345230212,356817594,360030127,368860199,
Maryland,Allegany,2814806,2847186,2853380,2828976,
Maryland,Anne Arundel,42104490,43433071,43912212,45313225,
Maryland,Baltimore,45698283,47681068,47570237,48916032,
Maryland,Baltimore City,43432082,44465683,44769894,45594014,
Maryland,Calvert,4180425,4512446,4703874,4127614,
Maryland,Caroline,1130209,1174149,1202262,1210266,
Maryland,Carroll,5522837,5672663,5768914,5805798,
Maryland,Cecil,3695969,3812378,3813650,4242723,
Maryland,Charles,4943019,5217937,5395576,5318368,
Maryland,Dorchester,1263204,1273043,1279514,1288622,
Maryland,Frederick,11761902,12069333,12184210,12479134,
Maryland,Garrett,1203901,1201151,1217228,1228093,
Maryland,Harford,11269904,11452466,11644215,11877161,
Maryland,Howard,22060113,22850190,23140957,23953910,
Maryland,Kent,791154,797360,817395,831822,
Maryland,Montgomery,79621199,83044022,83800001,86116398,
Maryland,Prince George's,39183813,40288797,40673672,41879165,
Maryland,Queen Anne's,1496848,1533706,1620031,1668547,
Maryland,St. Mary's,6285462,6408602,6402262,6611288,
Maryland,Somerset,900209,886453,909121,918716,
Maryland,Talbot,1975109,1936586,1941443,1983724,
Maryland,Washington,6682471,6888801,6876083,7053214,
Maryland,Wicomico,4622249,4751176,4848087,4915684,
Maryland,Worcester,2608013,2643282,2714543,2761060,
Massachusetts,,471135269,478961042,490839833,506072766,
Massachusetts,Barnstable,11980440,12058261,12192071,12459842,
Massachusetts,Berkshire,6539113,6577320,6563795,6659360,
Massachusetts,Bristol,22861560,22793334,23625974,23895996,
Massachusetts,Dukes,1660210,1678037,1718947,1769760,
Massachusetts,Essex,40326051,41005451,42167576,43173489,
Massachusetts,Franklin,2688491,2701844,2749316,2807921,
Massachusetts,Hampden,20409531,20442640,20680926,20997698,
Massachusetts,Hampshire,6540484,6599855,6751489,6838493,
Massachusetts,Middlesex,144056910,146813885,150948251,157384459,
Massachusetts,Nantucket,1673678,1695910,1722140,1791518,
Massachusetts,Norfolk,49028135,49343248,49807121,51010895,
Massachusetts,Plymouth,22538066,22708016,23329700,23842961,
Massachusetts,Suffolk,102340696,105533781,108741572,112691074,
Massachusetts,Worcester,38484393,38968029,39793112,40731879,
Michigan,,442481789,452268793,459129090,470529220,
Michigan,Alcona,207680,215680,228716,234458,
Michigan,Alger,252524,249362,248816,257950,
Michigan,Allegan,3794810,3957389,4025184,4429115,
Michigan,Alpena,984917,973702,1002334,1013753,
Michigan,Antrim,513450,512301,536896,560544,
Michigan,Arenac,375044,384314,397930,409206,
Michigan,Baraga,257167,246983,255425,259101,
Michigan,Barry,1436439,1357971,1438438,1434575,
Michigan,Bay,3508955,3499875,3468934,3481282,
Michigan,Benzie,361287,372819,375422,388078,
Michigan,Berrien,6438915,6586651,6828838,6877563,
Michigan,Branch,1184087,1245185,1260046,1313708,
Michigan,Calhoun,5528791,5594998,5609810,5766360,
Michigan,Cass,932658,993586,1001660,1021138,
Michigan,Charlevoix,1034295,1085000,1097980,1116998,
Michigan,Cheboygan,552905,566698,566697,588424,
Michigan,Chippewa,1019592,1033661,1050263,1074455,
Michigan,Clare,740488,789999,824359,868897,
Michigan,Clinton,1660168,1705952,1763539,1773185,
Michigan,Crawford,364684,374857,419383,441864,
Michigan,Delta,1139487,1147124,1140664,1174550,
Michigan,Dickinson,1161275,1202929,1230728,1268113,
Michigan,Eaton,4178968,4309150,4213443,4296062,
Michigan,Emmet,1455912,1479016,1527464,1562456,
Michigan,Genesee,13194798,13122491,13162959,13455676,
Michigan,Gladwin,418032,426696,450326,468988,
Michigan,Gogebic,441400,454835,451286,465509,
Michigan,Grand Traverse,4400014,4492132,4604663,4668753,
Michigan,Gratiot,1141807,1242948,1212339,1291648,
Michigan,Hillsdale,1485024,1451015,1478343,1494487,
Michigan,Houghton,1058091,1072341,1085067,1111719,
Michigan,Huron,1401275,1319411,1330819,1357151,
Michigan,Ingham,13721207,14053425,14177008,14491884,
Michigan,Ionia,1533220,1412179,1418911,1539368,
Michigan,Iosco,648137,662112,680887,713289,
Michigan,Iron,308276,309604,312681,320439,
Michigan,Isabella,2218781,2213870,2228482,2263492,
Michigan,Jackson,5252177,5490037,5525960,5662101,
Michigan,Kalamazoo,11482438,11868155,12087272,12530386,
Michigan,Kalkaska,482327,484981,509196,537710,
Michigan,Kent,36141084,36960150,37692523,38895591,
Michigan,Keweenaw,54810,58432,60941,62345,
Michigan,Lake,189890,198570,206695,210873,
Michigan,Lapeer,1868234,1922854,1940893,1993372,
Michigan,Leelanau,602364,648970,627146,644548,
Michigan,Lenawee,2471418,2530092,2544827,2674402,
Michigan,Livingston,5761800,5950163,6131153,6289053,
Michigan,Luce,174423,169296,177967,178540,
Michigan,Mackinac,584437,616120,613132,620632,
Michigan,Macomb,33597322,34515875,35408118,36366570,
Michigan,Manistee,656710,685252,685561,698720,
Michigan,Marquette,3061807,3188673,3088151,3091552,
Michigan,Mason,967612,956916,983066,1021720,
Michigan,Mecosta,1152893,1202562,1196951,1175082,
Michigan,Menominee,663893,645666,685949,699327,
Michigan,Midland,4889900,4682356,4882666,4917510,
Michigan,Missaukee,333150,336450,371743,358710,
Michigan,Monroe,5410633,5510337,5598240,5644944,
Michigan,Montcalm,1477933,1457961,1547111,1594841,
Michigan,Montmorency,253698,255254,264186,274225,
Michigan,Muskegon,5915840,5897718,5922919,6004546,
Michigan,Newaygo,1189506,1222990,1226650,1275064,
Michigan,Oakland,94319703,97234958,98555068,100906866,
Michigan,Oceana,671701,685916,687675,718437,
Michigan,Ogemaw,514152,502351,546851,567601,
Michigan,Ontonagon,134941,138744,141876,142264,
Michigan,Osceola,642306,629201,643961,673677,
Michigan,Oscoda,197573,199445,202950,209237,
Michigan,Otsego,829996,873003,894499,929428,
Michigan,Ottawa,12106940,12189756,12703019,13219620,
Michigan,Presque Isle,373275,393475,396078,398223,
Michigan,Roscommon,537347,550260,563167,581803,
Michigan,Saginaw,7741964,7929192,7943763,8120484,
Michigan,Sanilac,1077248,1084868,1125535,1134210,
Michigan,Schoolcraft,285016,296606,310374,311523,
Michigan,Shiawassee,1597659,1602095,1655238,1684436,
Michigan,St. Clair,4884175,4965492,4952919,5122024,
Michigan,St. Joseph,1884692,1986858,1929389,1903755,
Michigan,Tuscola,1323873,1326081,1293788,1302518,
Michigan,Van Buren,2387816,2803568,2722042,2709396,
Michigan,Washtenaw,20096509,20688097,21313699,21963864,
Michigan,Wayne,84084627,85464905,86258000,88005730,
Michigan,Wexford,1105937,1128765,1176073,1208119,
Minnesota,,313086208,319129918,325322723,333919546,
Minnesota,Aitkin,393204,398507,420128,435031,
Minnesota,Anoka,12997931,13204641,13507196,13920520,
Minnesota,Becker,1167383,1220272,1259046,1274964,
Minnesota,Beltrami,1511266,1566817,1569510,1616550,
Minnesota,Benton,1481554,1538295,1564886,1548963,
Minnesota,Big Stone,218670,215348,219523,244870,
Minnesota,Blue Earth,3862661,3849368,4042066,4007832,
Minnesota,Brown,1265789,1201935,1292798,1348618,
Minnesota,Carlton,1079905,1118083,1139922,1131080,
Minnesota,Carver,4756758,4727484,4930243,4982250,
Minnesota,Cass,812335,830036,855671,891066,
Minnesota,Chippewa,602555,567336,566988,589368,
Minnesota,Chisago,1308121,1342975,1387564,1418665,
Minnesota,Clay,1741658,1766128,1780816,1837525,
Minnesota,Clearwater,271636,284044,276525,281698,
Minnesota,Cook,299085,273280,247678,252026,
Minnesota,Cottonwood,628822,556179,648372,701471,
Minnesota,Crow Wing,2493304,2457596,2434394,2495344,
Minnesota,Dakota,24002005,24388284,24817284,25800389,
Minnesota,Dodge,590532,622555,613389,687774,
Minnesota,Douglas,1789164,1852248,1752586,1820998,
Minnesota,Faribault,489931,554910,513808,499879,
Minnesota,Fillmore,612980,695039,618366,600821,
Minnesota,Freeborn,1058404,1165428,1108282,1137572,
Minnesota,Goodhue,2508142,2609788,2619441,2690313,
Minnesota,Grant,326956,329385,285888,332796,
Minnesota,Hennepin,114465989,116975987,119283227,122552072,
Minnesota,Houston,490083,488518,521471,523549,
Minnesota,Hubbard,604791,619850,644871,670585,
Minnesota,Isanti,1035051,1038315,1054112,1095281,
Minnesota,Itasca,1924535,2038701,1985494,2079149,
Minnesota,Jackson,690686,609992,665442,671346,
Minnesota,Kanabec,360606,410940,409260,383613,
Minnesota,Kandiyohi,2485209,2462913,2519817,2561566,
Minnesota,Kittson,248430,274211,255417,287951,
Minnesota,Koochiching,463739,477406,468341,483803,
Minnesota,Lac qui Parle,318287,312404,275090,355101,
Minnesota,Lake,543366,573100,633955,678920,
Minnesota,Lake of the Woods,177585,167599,177596,185363,
Minnesota,Le Sueur,848549,890598,941682,909516,
Minnesota,Lincoln,327851,302976,285950,353748,
Minnesota,Lyon,1454316,1367354,1341581,1378792,
Minnesota,McLeod,1837450,1884386,1910707,1782458,
Minnesota,Mahnomen,185603,231021,187011,182241,
Minnesota,Marshall,311684,360837,373461,374093,
Minnesota,Martin,1084573,1014414,1155886,1024825,
Minnesota,Meeker,797922,755193,785080,803213,
Minnesota,Mille Lacs,743233,758812,758981,766914,
Minnesota,Morrison,1153225,1169865,1157047,1177187,
Minnesota,Mower,1763936,1898568,1788469,1897575,
Minnesota,Murray,699109,674145,591239,609134,
Minnesota,Nicollet,1400610,1400726,1495668,1468349,
Minnesota,Nobles,1276693,1166846,1261977,1277102,
Minnesota,Norman,231172,238618,222126,271725,
Minnesota,Olmsted,9480782,9882843,10191913,10738821,
Minnesota,Otter Tail,2216803,2210039,2241975,2282953,
Minnesota,Pennington,1148239,1084033,1124665,1182547,
Minnesota,Pine,657985,682864,699122,658912,
Minnesota,Pipestone,669070,703302,740914,744267,
Minnesota,Polk,1156599,1189382,1285426,1391103,
Minnesota,Pope,509939,522044,529818,562130,
Minnesota,Ramsey,37645716,38087301,38516113,39057292,
Minnesota,Red Lake,184733,202829,220095,229702,
Minnesota,Redwood,879110,798680,760935,825495,
Minnesota,Renville,849770,798747,791295,730537,
Minnesota,Rice,2119288,2176105,2215381,2303295,
Minnesota,Rock,679242,699246,705481,708120,
Minnesota,Roseau,1073768,1074654,1160892,1225610,
Minnesota,Scott,4902863,5164472,5478390,5616653,
Minnesota,Sherburne,3004115,3021598,3080014,3183353,
Minnesota,Sibley,536878,526227,553090,451649,
Minnesota,St. Louis,9144278,9851128,10050099,10625233,
Minnesota,Stearns,7531881,7707380,7908438,7972940,
Minnesota,Steele,1975285,2089477,2083134,2177534,
Minnesota,Stevens,613330,618864,601399,644872,
Minnesota,Swift,515700,473803,478364,504392,
Minnesota,Todd,776958,747664,823368,820431,
Minnesota,Traverse,236931,204156,176413,260710,
Minnesota,Wabasha,663501,609257,657981,656788,
Minnesota,Wadena,484345,486690,487678,487209,
Minnesota,Waseca,925631,796919,827272,825656,
Minnesota,Washington,8824426,9100043,9506287,9752907,
Minnesota,Watonwan,403067,407683,432482,418797,
Minnesota,Wilkin,283176,319226,297267,330518,
Minnesota,Winona,2286236,2336934,2480192,2509223,
Minnesota,Wright,3772681,3872717,3932299,4002893,
Minnesota,Yellow Medicine,718010,702296,583676,620648,
Mississippi,,100242514,100656508,101515677,102837396,
Mississippi,Adams,914893,899234,941445,882622,
Mississippi,Alcorn,1131780,1115435,1118241,1155768,
Mississippi,Amite,193006,183959,196300,198523,
Mississippi,Attala,490049,479397,455513,448492,
Mississippi,Benton,279023,317070,310266,317952,
Mississippi,Bolivar,941793,958759,941679,961922,
Mississippi,Calhoun,264964,302253,295725,288383,
Mississippi,Carroll,112965,114396,118991,120154,
Mississippi,Chickasaw,441586,441621,454364,456335,
Mississippi,Choctaw,598478,648139,652604,702981,
Mississippi,Claiborne,748394,535073,598941,583666,
Mississippi,Clarke,278237,263516,256667,272738,
Mississippi,Clay,563056,588051,549126,556167,
Mississippi,Coahoma,637306,626325,612400,606094,
Mississippi,Copiah,624116,618357,639835,615130,
Mississippi,Covington,527110,484308,536472,541807,
Mississippi,DeSoto,4453049,4722453,4883753,5006943,
Mississippi,Forrest,3487272,3504946,3564731,3614553,
Mississippi,Franklin,175407,174695,167801,169746,
Mississippi,George,401617,385415,390533,398739,
Mississippi,Greene,152901,147017,153304,154787,
Mississippi,Grenada,741492,754356,754012,763469,
Mississippi,Hancock,1529830,1526634,1513390,1558572,
Mississippi,Harrison,7776723,7761323,7827323,7904206,
Mississippi,Hinds,11183088,11159661,11122469,11214681,
Mississippi,Holmes,265430,258386,258641,260493,
Mississippi,Humphreys,161287,152633,152850,157389,
Mississippi,Issaquena,17028,17515,17841,18356,
Mississippi,Itawamba,491718,490629,487338,486520,
Mississippi,Jackson,6746245,7030782,7336887,7522803,
Mississippi,Jasper,525755,498483,498057,562536,
Mississippi,Jefferson,121479,116910,108951,119131,
Mississippi,Jefferson Davis,184855,179663,182377,181652,
Mississippi,Jones,2705065,2550612,2719583,2559289,
Mississippi,Kemper,441006,464355,409116,375017,
Mississippi,Lafayette,1724087,1839830,1855118,1869337,
Mississippi,Lamar,1493843,1484859,1466856,1529539,
Mississippi,Lauderdale,2763989,2757248,2758498,2764388,
Mississippi,Lawrence,336917,308941,307130,312487,
Mississippi,Leake,467266,439605,491035,512026,
Mississippi,Lee,4194091,4219680,4259052,4298512,
Mississippi,Leflore,1073069,1064325,1083914,1085376,
Mississippi,Lincoln,947187,955083,973819,986481,
Mississippi,Lowndes,2837610,2824609,2787765,2763507,
Mississippi,Madison,5621583,5832161,5798874,5897999,
Mississippi,Marion,635093,625897,683983,686845,
Mississippi,Marshall,549802,514098,530464,566797,
Mississippi,Monroe,800612,793194,801048,813248,
Mississippi,Montgomery,185769,188416,183675,181152,
Mississippi,Neshoba,926235,927426,940185,932420,
Mississippi,Newton,451610,441374,447035,449755,
Mississippi,Noxubee,203024,208313,223785,222115,
Mississippi,Oktibbeha,1487070,1515506,1517680,1549445,
Mississippi,Panola,1035080,1053862,1023231,1028548,
Mississippi,Pearl River,917525,914116,931600,973835,
Mississippi,Perry,256383,253831,251858,252394,
Mississippi,Pike,1088024,1049404,1056865,1069594,
Mississippi,Pontotoc,817270,831728,830878,845698,
Mississippi,Prentiss,523853,514186,514036,522245,
Mississippi,Quitman,105352,101555,97405,98309,
Mississippi,Rankin,6183375,6112219,6012445,6194331,
Mississippi,Scott,1000050,962643,1031807,1068770,
Mississippi,Sharkey,90774,87112,86677,87344,
Mississippi,Simpson,590249,585121,598431,604922,
Mississippi,Smith,416777,427175,445269,454413,
Mississippi,Stone,307796,317378,323235,327501,
Mississippi,Sunflower,577367,582274,586619,604682,
Mississippi,Tallahatchie,233435,244040,226384,224596,
Mississippi,Tate,441282,445330,448717,465681,
Mississippi,Tippah,469374,467917,472794,483157,
Mississippi,Tishomingo,424797,428253,429222,442011,
Mississippi,Tunica,888937,978186,892574,872019,
Mississippi,Union,866453,901293,937395,951834,
Mississippi,Walthall,248219,227627,247219,243772,
Mississippi,Warren,1948142,1985431,2012304,2044502,
Mississippi,Washington,1481042,1464412,1441935,1459333,
Mississippi,Wayne,636232,630300,631428,672801,
Mississippi,Webster,146501,149369,146957,153603,
Mississippi,Wilkinson,157558,150712,149284,149871,
Mississippi,Winston,453129,461647,477111,490733,
Mississippi,Yalobusha,259213,263313,281879,280411,
Mississippi,Yazoo,655691,644416,619172,656888,
Missouri,,276700378,275500454,278191917,284924112,
Missouri,Adair,738965,723612,728997,767444,
Missouri,Andrew,285234,301034,295044,296886,
Missouri,Atchison,258623,326388,332268,283842,
Missouri,Audrain,944932,974056,907237,936372,
Missouri,Barry,1377581,1257080,1243222,1310883,
Missouri,Barton,338959,364396,370620,359400,
Missouri,Bates,354155,390385,410271,401456,
Missouri,Benton,369400,344125,339783,350835,
Missouri,Bollinger,175009,187958,188817,187918,
Missouri,Boone,7857989,7935639,8005117,8140223,
Missouri,Buchanan,4284301,4203136,4281472,4291237,
Missouri,Butler,1401967,1365826,1366026,1375966,
Missouri,Caldwell,195739,187552,197679,228120,
Missouri,Callaway,1567186,1564183,1482104,1617194,
Missouri,Camden,1263748,1251989,1272992,1319233,
Missouri,Cape Girardeau,3584715,3542729,3548873,3644297,
Missouri,Carroll,299136,351049,323532,295657,
Missouri,Carter,115939,113140,116184,119057,
Missouri,Cass,2315661,2419762,2491460,2538540,
Missouri,Cedar,262398,259084,259376,264220,
Missouri,Chariton,218426,247179,256796,221358,
Missouri,Christian,1347154,1341398,1354564,1397263,
Missouri,Clark,138804,132155,127473,144655,
Missouri,Clay,9730541,9720712,9903163,10039988,
Missouri,Clinton,357190,355037,376114,353171,
Missouri,Cole,4208498,4175362,4192196,4238180,
Missouri,Cooper,426891,450412,455168,461225,
Missouri,Crawford,553011,547414,551255,575031,
Missouri,Dade,187738,191114,180354,174567,
Missouri,Dallas,251376,256974,255866,263392,
Missouri,Daviess,168706,176496,189741,182591,
Missouri,DeKalb,283045,295147,325931,313421,
Missouri,Dent,299146,292913,293845,303430,
Missouri,Douglas,544384,572490,569165,599286,
Missouri,Dunklin,743443,729480,691183,735316,
Missouri,Franklin,3899274,3918131,3941168,4003073,
Missouri,Gasconade,396016,388999,398145,401043,
Missouri,Gentry,282611,260299,285614,231416,
Missouri,Greene,14261350,14470597,14742732,15023186,
Missouri,Grundy,487494,471122,448490,454537,
Missouri,Harrison,221003,236989,276319,275583,
Missouri,Henry,721712,653315,651087,685543,
Missouri,Hickory,119023,120489,120906,127499,
Missouri,Holt,170740,224703,198576,172856,
Missouri,Howard,222177,213261,215071,226353,
Missouri,Howell,1135611,1063995,1076105,1121522,
Missouri,Iron,403518,384492,390388,424616,
Missouri,Jackson,40491120,40473928,40916261,42122646,
Missouri,Jasper,5192766,5240207,5327988,5292144,
Missouri,Jefferson,4624132,4544186,4659262,4756553,
Missouri,Johnson,1540954,1551219,1557633,1569223,
Missouri,Knox,121376,140029,110786,118291,
Missouri,Laclede,964543,945363,1003521,1038697,
Missouri,Lafayette,739446,750463,782447,746666,
Missouri,Lawrence,834108,760141,782540,821750,
Missouri,Lewis,235199,238487,216405,227307,
Missouri,Lincoln,975250,1032803,1039732,1031761,
Missouri,Linn,371314,366828,367932,402930,
Missouri,Livingston,512689,588447,569660,570965,
Missouri,Macon,513401,522606,507967,530496,
Missouri,Madison,275235,266196,266363,266746,
Missouri,Maries,144880,131333,134670,139712,
Missouri,Marion,1027093,1047562,1018208,1053998,
Missouri,McDonald,576944,517636,533146,556802,
Missouri,Mercer,163270,137560,159196,109836,
Missouri,Miller,934045,916961,876577,888047,
Missouri,Mississippi,315642,378406,425127,367791,
Missouri,Moniteau,438433,370868,407806,425073,
Missouri,Monroe,221396,289466,228059,271330,
Missouri,Montgomery,360634,346984,367230,315741,
Missouri,Morgan,506167,469703,455483,453177,
Missouri,New Madrid,1164788,1121748,1073642,1116867,
Missouri,Newton,1851696,1733178,1699140,1720273,
Missouri,Nodaway,729017,677649,694059,730282,
Missouri,Oregon,220433,207266,193723,207913,
Missouri,Osage,438171,398270,385016,401744,
Missouri,Ozark,138815,139512,139479,148828,
Missouri,Pemiscot,470760,439050,401067,423612,
Missouri,Perry,848190,897144,839132,864963,
Missouri,Pettis,1512883,1519841,1514428,1539823,
Missouri,Phelps,1445476,1461038,1464826,1495213,
Missouri,Pike,483516,534978,513480,481033,
Missouri,Platte,5494159,5725980,5888034,5965298,
Missouri,Polk,681166,653746,663190,691552,
Missouri,Pulaski,2073252,2011626,2034497,2022292,
Missouri,Putnam,158259,138197,130913,126767,
Missouri,Ralls,347577,416899,394641,365560,
Missouri,Randolph,1116604,1163422,1148961,1155633,
Missouri,Ray,426439,409003,414913,413204,
Missouri,Reynolds,203504,200763,208190,222126,
Missouri,Ripley,203513,196772,197247,204642,
Missouri,Saline,991086,1020255,1003411,943201,
Missouri,Schuyler,75590,73514,71128,72701,
Missouri,Scotland,147537,152321,139429,129648,
Missouri,Scott,1339001,1312292,1359554,1401953,
Missouri,Shannon,118366,118584,119359,120956,
Missouri,Shelby,189057,190515,163147,171298,
Missouri,St. Charles,13458935,13898372,14155370,14793630,
Missouri,St. Clair,154211,153364,149896,150092,
Missouri,St. Francois,1971961,1995731,1908134,2037226,
Missouri,St. Louis,68843658,68373290,69780743,71640132,
Missouri,St. Louis City,28906326,27687564,27479264,28460911,
Missouri,Ste. Genevieve,583144,567514,583129,619144,
Missouri,Stoddard,1103531,1099907,1045795,1115134,
Missouri,Stone,579147,568143,573630,580730,
Missouri,Sullivan,316462,281883,306666,257647,
Missouri,Taney,2085010,2037254,2071937,2133363,
Missouri,Texas,443474,423906,421193,429362,
Missouri,Vernon,931553,915484,943482,882387,
Missouri,Warren,926929,963510,925412,958900,
Missouri,Washington,356789,344941,343531,353922,
Missouri,Wayne,215476,217971,217781,216719,
Missouri,Webster,618822,604945,614511,665452,
Missouri,Worth,80605,84036,80784,70455,
Missouri,Wright,364691,357398,359819,369051,
Montana,,44871442,44265422,45029245,46219700,
Montana,Beaverhead,492039,492895,459211,394127,
Montana,Big Horn,892234,783886,903544,962622,
Montana,Blaine,205467,181000,164944,197201,
Montana,Broadwater,117253,116221,121979,117975,
Montana,Carbon,234222,232444,257895,251273,
Montana,Carter,128860,129726,101083,79564,
Montana,Cascade,3646286,3548307,3644181,3782722,
Montana,Chouteau,141837,128170,130473,209992,
Montana,Custer,521345,477042,472769,450836,
Montana,Daniels,92807,105290,115689,86163,
Montana,Dawson,416305,383869,409521,416817,
Montana,Deer Lodge,250015,250307,253121,257985,
Montana,Fallon,273824,238463,236144,213696,
Montana,Fergus,462286,411035,414492,418322,
Montana,Flathead,3468012,3556754,3654009,3726973,
Montana,Gallatin,4437299,4812991,4922067,5178452,
Montana,Garfield,103073,81656,62067,55437,
Montana,Glacier,416094,418265,367090,430957,
Montana,Golden Valley,32759,27526,29535,26293,
Montana,Granite,90837,85767,86702,87528,
Montana,Hill,700541,725228,693056,740055,
Montana,Jefferson,281513,267514,254650,256987,
Montana,Judith Basin,186738,182284,161151,172725,
Montana,Lake,688217,731659,695636,710824,
Montana,Lewis and Clark,3015879,3011893,3044480,3083311,
Montana,Liberty,122016,112849,129530,174082,
Montana,Lincoln,460973,467850,484824,491930,
Montana,Madison,365472,363629,341436,382680,
Montana,McCone,105194,93878,96358,99139,
Montana,Meagher,102446,91251,75214,79932,
Montana,Mineral,84416,80140,83926,86029,
Montana,Missoula,4529703,4616447,4844547,5004429,
Montana,Musselshell,291074,266374,279761,296292,
Montana,Park,479314,471381,497042,512732,
Montana,Petroleum,50504,32989,24231,22506,
Montana,Phillips,169772,132504,135907,132090,
Montana,Pondera,164470,198689,196010,172592,
Montana,Powder River,128475,119605,96761,99244,
Montana,Powell,201916,181332,190476,190670,
Montana,Prairie,43379,34471,33134,36443,
Montana,Ravalli,891419,905592,945452,972076,
Montana,Richland,1170610,1015160,946740,985176,
Montana,Roosevelt,408871,437138,412112,429720,
