fips,2015,2016,2017,2018
05093,2006432.0,2165446.0,2086796.0,2205413.0
05095,192302.0,197137.0,194720.0,188860.0
05097,166208.0,157184.0,155057.0,157162.0
05099,276505.0,270195.0,264549.0,272959.0
05101,101767.0,97685.0,95467.0,96963.0
05103,622256.0,610952.0,605002.0,614610.0
05105,153683.0,142159.0,142145.0,141590.0
05107,480917.0,457899.0,444620.0,458421.0
05109,245683.0,234545.0,240251.0,248289.0
05111,529275.0,528857.0,541014.0,555990.0
05113,500117.0,479843.0,490456.0,502922.0
05115,2805696.0,2728238.0,2683755.0,2692810.0
05117,158599.0,159145.0,164188.0,165493.0
05119,26416384.0,26975550.0,26639032.0,27208113.0
05121,348243.0,367600.0,393806.0,415843.0
05125,1935576.0,1926672.0,1930880.0,1991439.0
05127,275104.0,266741.0,283220.0,288385.0
05129,128823.0,122884.0,120167.0,122483.0
05131,6009047.0,6017794.0,5982291.0,6067121.0
05133,449689.0,445428.0,448651.0,462219.0
05135,327148.0,315495.0,314779.0,309809.0
05123,689420.0,670682.0,693463.0,687857.0
05137,230089.0,212889.0,219896.0,228301.0
05139,2763045.0,2652569.0,2723839.0,2806423.0
05141,942137.0,826520.0,756095.0,658285.0
05143,9039927.0,9389303.0,9676654.0,9828703.0
05145,2425197.0,2350710.0,2296231.0,2272114.0
05147,185095.0,191496.0,204480.0,210719.0
05149,534662.0,517732.0,537493.0,550276.0
06001,114592329.0,119447773.0,125803266.0,130701879.0
06003,194700.0,197160.0,197087.0,214895.0
06005,1514323.0,1557733.0,1589308.0,1651760.0
06007,8271641.0,8685754.0,9002731.0,9219915.0
06009,1249325.0,1351739.0,1452571.0,1440250.0
06011,1693756.0,1579352.0,1472320.0,1673234.0
06013,71028489.0,70594339.0,75495547.0,77463188.0
06015,869352.0,902897.0,905649.0,939846.0
06017,6601749.0,7043191.0,7419868.0,7653908.0
06019,39100161.0,39839249.0,41597807.0,43436946.0
06021,1234667.0,1354291.0,1318557.0,1495087.0
06023,5528777.0,5765056.0,5954256.0,6118687.0
06025,7759415.0,8016694.0,8189014.0,8038068.0
06027,1123225.0,1184726.0,1195289.0,1205264.0
06029,48137003.0,49076083.0,50226164.0,49864234.0
06031,5487526.0,5377698.0,5481134.0,5648724.0
06033,1948505.0,2059415.0,2106437.0,2178663.0
06035,1298987.0,1346229.0,1340576.0,1358142.0
06037,653885024.0,667706082.0,688661590.0,710893266.0
06039,5982371.0,6418227.0,6658105.0,7099931.0
06041,19089876.0,19648493.0,19983906.0,20896027.0
06043,689194.0,751702.0,796797.0,811272.0
06045,3334857.0,3386979.0,3444874.0,3552687.0
06047,8595504.0,8742254.0,9504388.0,9435667.0
06049,433203.0,445488.0,426486.0,441800.0
06051,907585.0,949362.0,1046210.0,1009386.0
06053,24379259.0,24879466.0,25149109.0,25834713.0
06055,9214016.0,9336207.0,9506546.0,9999759.0
06057,3942943.0,4029754.0,4053373.0,4170409.0
06059,208517447.0,212281069.0,223791535.0,230145536.0
06061,18891434.0,19854262.0,21027562.0,22021571.0
06063,937022.0,1012209.0,1109769.0,1052152.0
06065,72375487.0,74405465.0,77102154.0,79775504.0
06067,78935508.0,79773093.0,82506601.0,85235147.0
06069,2275993.0,2385697.0,2482964.0,2495845.0
06071,77495694.0,79698867.0,82478302.0,85114555.0
06073,200564607.0,203882502.0,210693896.0,219361505.0
06075,133969619.0,142435855.0,151359380.0,162541244.0
06077,26817792.0,26805456.0,28027041.0,29257580.0
06079,15388320.0,15865142.0,16138584.0,16536404.0
06081,86010720.0,91287140.0,99816105.0,104986153.0
06083,26252102.0,26107316.0,26861059.0,27855958.0
06085,251750330.0,268421986.0,287235403.0,316525538.0
06087,13166978.0,13370887.0,13520021.0,13765700.0
06089,7010541.0,7289876.0,7635618.0,7655080.0
06091,174241.0,186168.0,191322.0,215033.0
06093,1724683.0,1802970.0,1811500.0,1776081.0
06095,21145851.0,22142123.0,22841474.0,23303994.0
06097,25854007.0,26617535.0,27421167.0,28565621.0
06099,21248796.0,21075833.0,21993425.0,23160773.0
06101,3289404.0,3252117.0,3326349.0,3486115.0
06103,1917492.0,2037676.0,2100567.0,2210392.0
06105,451395.0,473471.0,492954.0,506794.0
06107,16739950.0,17147139.0,17773212.0,18415098.0
06109,2226912.0,2425612.0,2556252.0,2430940.0
06111,50480790.0,51798309.0,52776068.0,53439240.0
06113,12532441.0,12952543.0,13350147.0,13751632.0
06115,2753556.0,2872113.0,2985566.0,3020233.0
08014,7595628.0,7596604.0,8366371.0,8050690.0
08001,21039417.0,21995795.0,22938605.0,23933937.0
08003,662337.0,659375.0,654314.0,671553.0
08005,39956471.0,41013746.0,42654549.0,44037874.0
08007,464385.0,481176.0,479089.0,482935.0
08009,118407.0,121877.0,127452.0,137473.0
08011,172963.0,181238.0,163672.0,165660.0
08013,22669578.0,23423069.0,24607654.0,25319458.0
08015,606033.0,634208.0,662174.0,692114.0
08017,217923.0,230128.0,251808.0,235536.0
08019,639648.0,494493.0,509932.0,500533.0
08021,215666.0,216947.0,222447.0,244248.0
08023,107006.0,96329.0,104746.0,107662.0
08025,168503.0,182013.0,153741.0,126638.0
08027,140388.0,126686.0,125904.0,127789.0
08029,791826.0,756267.0,750050.0,785652.0
08031,64116859.0,64925150.0,67039713.0,70054379.0
08033,216453.0,191724.0,188029.0,156585.0
08035,14173343.0,14332960.0,15226588.0,15743268.0
08037,3136360.0,3216484.0,3308719.0,3375460.0
08041,408333.0,423323.0,451766.0,484094.0
08039,30201637.0,30907788.0,32265733.0,33349174.0
08043,1248334.0,1269874.0,1295616.0,1325142.0
08045,4230409.0,4246153.0,4301192.0,4243642.0
08047,505564.0,503282.0,552434.0,525142.0
08049,653776.0,661941.0,685071.0,714703.0
08051,923743.0,943497.0,1012690.0,1028922.0
08053,48200.0,47982.0,52284.0,52699.0
08055,233778.0,246665.0,271378.0,273895.0
08057,89185.0,93650.0,98742.0,118656.0
08059,26075796.0,27600781.0,28434307.0,29445620.0
08061,84548.0,83008.0,90628.0,73798.0
08063,318197.0,325292.0,331713.0,391520.0
08067,277307.0,266524.0,296883.0,309433.0
08065,3499160.0,3674622.0,3650188.0,3515882.0
08069,14784676.0,15358832.0,16121584.0,16793330.0
08071,718839.0,736109.0,723964.0,711460.0
08073,363542.0,374098.0,396871.0,391910.0
08075,1217271.0,1235667.0,1090097.0,1061679.0
08077,5757436.0,5695220.0,5970021.0,6253144.0
08079,70751.0,68993.0,73103.0,77089.0
08081,1042946.0,1045120.0,1026134.0,987890.0
08083,1808550.0,1888742.0,2024058.0,1799102.0
08085,1301522.0,1314618.0,1359203.0,1413627.0
08087,1527903.0,1494827.0,1559780.0,1592344.0
08089,597938.0,580665.0,579125.0,594219.0
08091,214088.0,193107.0,196871.0,200510.0
08093,349626.0,364585.0,383734.0,400803.0
08095,198867.0,217901.0,202394.0,213315.0
08097,1810200.0,1864163.0,1871595.0,1900883.0
08099,562738.0,593064.0,541959.0,585362.0
08101,5633254.0,5793524.0,5936817.0,6084945.0
08103,816272.0,762354.0,754490.0,736488.0
08105,435710.0,439984.0,424683.0,435646.0
08107,1606787.0,1596244.0,1648606.0,1676236.0
08109,183987.0,178250.0,166002.0,170660.0
08111,49355.0,41257.0,44580.0,44681.0
08113,612657.0,607530.0,607756.0,630972.0
08115,131811.0,141744.0,124544.0,122461.0
08117,1954242.0,1997326.0,2100690.0,2144107.0
08119,832946.0,821374.0,880866.0,858144.0
08121,219055.0,228338.0,199232.0,240624.0
08123,17290520.0,17607226.0,18767550.0,20531235.0
08125,817648.0,861732.0,781972.0,673264.0
09001,78667116.0,77878283.0,77609152.0,77951236.0
09003,75812380.0,75841426.0,76345801.0,75991079.0
09005,7567652.0,7532359.0,7470812.0,7688830.0
09007,8782362.0,8647334.0,8761274.0,8706342.0
09009,46417757.0,47057608.0,47266161.0,48060270.0
09011,16467459.0,16657031.0,16914681.0,17084801.0
09013,4679576.0,4694375.0,4770557.0,4835245.0
09015,4553895.0,4537403.0,4606323.0,4661614.0
10001,6585361.0,6654062.0,6621713.0,6700040.0
10003,44546988.0,42600438.0,42708813.0,42517640.0
10005,14766561.0,13877300.0,13422305.0,13568583.0
11001,117238433.0,119567337.0,121011225.0,123981627.0
12001,11487691.0,11755588.0,12031399.0,12447381.0
12003,547809.0,562229.0,575846.0,595832.0
12005,7264429.0,7348864.0,7463278.0,7606775.0
12007,599779.0,608141.0,637196.0,659865.0
12009,20787350.0,21514903.0,22465459.0,23437467.0
12011,88623704.0,91380503.0,94231492.0,96874849.0
12013,240507.0,238916.0,239671.0,250104.0
12015,4252418.0,4409773.0,4518513.0,4670656.0
12017,3374867.0,3395172.0,3414707.0,3511018.0
12019,4049461.0,4230998.0,4334718.0,4508532.0
12021,14272513.0,14926141.0,15140542.0,15760299.0
12023,2084675.0,2043138.0,2078805.0,2117963.0
12027,828679.0,832295.0,897169.0,828489.0
12029,259180.0,264745.0,270743.0,274765.0
12031,53307586.0,54932423.0,57588045.0,59046312.0
12033,13292392.0,13455692.0,13747958.0,14133569.0
12035,1925200.0,2036334.0,2106231.0,2159015.0
12037,326714.0,326130.0,331884.0,339243.0
12039,1111638.0,1152756.0,1186133.0,1210807.0
12041,345889.0,362490.0,370035.0,384761.0
12043,255344.0,253267.0,266604.0,270066.0
12045,362027.0,364695.0,376332.0,377644.0
12047,386469.0,370897.0,378169.0,392338.0
12049,1070287.0,1213281.0,1178699.0,1113218.0
12051,1167900.0,1253739.0,1246870.0,1216050.0
12053,3390553.0,3495017.0,3647475.0,3817718.0
12055,2429784.0,2526899.0,2547217.0,2538660.0
12057,73150526.0,75304750.0,77317574.0,79951440.0
12059,325138.0,317913.0,334989.0,323671.0
12061,4864424.0,5047825.0,5130162.0,5346831.0
12063,1135401.0,1154854.0,1161800.0,1199023.0
12065,301383.0,305566.0,307620.0,302750.0
12067,238600.0,199505.0,205689.0,209052.0
12069,7452335.0,7706726.0,7927962.0,8284194.0
12071,24022905.0,25401906.0,26207287.0,27046186.0
12073,12986116.0,13337263.0,13747492.0,14165147.0
12075,955314.0,1078963.0,1217429.0,1102272.0
12077,173347.0,174480.0,176209.0,182111.0
12079,498633.0,475043.0,476908.0,489921.0
12081,11560828.0,11902949.0,12152004.0,12599063.0
12083,8259823.0,8846178.0,8922757.0,9237866.0
12085,6608423.0,6603563.0,6723319.0,6946903.0
12086,131624991.0,136396875.0,141349544.0,145882828.0
12087,4014404.0,4094692.0,4186956.0,4255911.0
12089,2017786.0,2035963.0,2134955.0,2213296.0
12091,9612196.0,9792508.0,10183734.0,10515093.0
12093,1202583.0,1154890.0,1274588.0,1151613.0
12095,77882979.0,81146561.0,84359305.0,87741273.0
12097,7709041.0,7896106.0,8143986.0,8374889.0
12099,65902060.0,67751333.0,70558459.0,72270528.0
12101,10230816.0,10582469.0,10903869.0,11238393.0
12103,43023746.0,44233572.0,45158454.0,46894199.0
12105,20462688.0,20928287.0,21816610.0,22483500.0
12107,1978369.0,1972144.0,1987327.0,2009787.0
12113,3492523.0,3652174.0,3684821.0,3836306.0
12115,15905329.0,16423322.0,17014502.0,17814560.0
12117,17035220.0,17812364.0,18819518.0,19779928.0
12109,6265006.0,6634305.0,7027715.0,7357931.0
12111,7553019.0,7824890.0,8119970.0,8311311.0
12119,2169972.0,2280124.0,2397299.0,2484841.0
12121,1144054.0,1039424.0,1060121.0,1090123.0
12123,897393.0,841275.0,859687.0,856461.0
12125,295420.0,301177.0,306038.0,299208.0
12127,14882560.0,15475305.0,15985757.0,16446375.0
12129,581765.0,566868.0,594611.0,606163.0
12131,2214261.0,2317833.0,2436144.0,2511146.0
12133,462189.0,470907.0,476861.0,491690.0
13001,1351221.0,1406512.0,1427534.0,1417429.0
13003,211521.0,213898.0,224844.0,236695.0
13005,332628.0,351341.0,361434.0,357666.0
13007,82734.0,94739.0,81967.0,87742.0
13009,1221127.0,1221974.0,1226412.0,1237235.0
13011,374857.0,376263.0,423761.0,432928.0
13013,1690337.0,1720364.0,1794017.0,1884951.0
13015,4109404.0,4384889.0,4377573.0,4495356.0
13017,476982.0,480766.0,479336.0,481148.0
13019,325527.0,327001.0,340702.0,354815.0
13021,7746567.0,7651253.0,7746876.0,7980755.0
13023,224077.0,222459.0,226437.0,232430.0
13025,217794.0,228431.0,232714.0,240294.0
13027,288213.0,286397.0,276881.0,286906.0
13029,694751.0,724375.0,765385.0,807644.0
13031,2028980.0,2060434.0,2118761.0,2141698.0
13033,1977820.0,2230208.0,2417457.0,2489579.0
13035,496924.0,511615.0,546854.0,560604.0
13037,120213.0,123044.0,134787.0,124665.0
13039,1709746.0,1760908.0,1832731.0,1865713.0
13043,225735.0,226591.0,235359.0,243238.0
13045,3675530.0,3773815.0,3861112.0,3994013.0
13047,1276749.0,1269812.0,1331936.0,1366360.0
13049,191523.0,191167.0,197844.0,193017.0
13051,15362116.0,15778121.0,16331323.0,16849129.0
13053,1779499.0,1555436.0,1427986.0,1422770.0
13055,525767.0,520846.0,537245.0,549226.0
13057,5486467.0,5750505.0,5991316.0,6203380.0
13059,6390311.0,6539802.0,6747725.0,6890589.0
13061,71309.0,70805.0,69287.0,79221.0
13063,15199921.0,16464790.0,17009516.0,16751712.0
13065,229143.0,243641.0,242214.0,246674.0
13067,40155979.0,42103647.0,44249462.0,45417267.0
13069,1250480.0,1292181.0,1338377.0,1389874.0
13071,1178178.0,1206080.0,1271275.0,1302673.0
13073,2994458.0,3064812.0,3173887.0,3294683.0
13075,316271.0,320322.0,341989.0,366696.0
13077,3337077.0,3418967.0,3484208.0,3705520.0
13079,168760.0,177696.0,174374.0,165034.0
13081,680990.0,682528.0,707876.0,712897.0
13083,335889.0,335398.0,345461.0,376102.0
13085,702783.0,737584.0,783804.0,814582.0
13089,775385.0,783143.0,834766.0,824276.0
13087,33778100.0,35049181.0,36167573.0,37396329.0
13091,426421.0,425942.0,429116.0,431156.0
13093,284463.0,320309.0,307967.0,312341.0
13095,4008440.0,4081962.0,4114193.0,4198481.0
13097,3380816.0,3561003.0,3630212.0,3848040.0
13099,537524.0,542826.0,545236.0,554226.0
13101,49910.0,50034.0,48503.0,48865.0
13103,1618198.0,1665328.0,1744475.0,1789623.0
13105,560511.0,555429.0,563622.0,577880.0
13107,590767.0,593947.0,642729.0,624021.0
13109,340076.0,335816.0,339026.0,348274.0
13111,516644.0,543353.0,573522.0,601484.0
13113,3784441.0,3995272.0,4141752.0,4314130.0
13115,3689436.0,3732691.0,3778121.0,3787411.0
13117,8294314.0,8453649.0,8444083.0,8676090.0
13119,820013.0,838987.0,870627.0,899867.0
13121,134304701.0,141794655.0,148753855.0,152383941.0
13123,769658.0,762776.0,799896.0,827846.0
13125,44815.0,45753.0,43859.0,44217.0
13127,3348247.0,3342742.0,3401864.0,3524216.0
13129,1900852.0,1905260.0,2102470.0,2159797.0
13131,604435.0,585555.0,656456.0,672965.0
13133,576061.0,575522.0,600644.0,614673.0
13135,40829642.0,41633590.0,43164073.0,44198573.0
13137,1286371.0,1317301.0,1344593.0,1392422.0
13139,7807071.0,8015174.0,8440946.0,8764977.0
13141,164962.0,157907.0,159218.0,160890.0
13143,670510.0,680955.0,692227.0,712231.0
13145,406572.0,418466.0,433348.0,449959.0
13147,805711.0,768988.0,801163.0,880377.0
13149,1169222.0,1228666.0,1278253.0,1132700.0
13151,4775897.0,5031465.0,5240352.0,5456897.0
13153,5682804.0,5727423.0,5892668.0,6039600.0
13155,166113.0,167520.0,174187.0,181549.0
13157,2199723.0,2410639.0,2541010.0,2647300.0
13159,224245.0,221699.0,233703.0,238754.0
13161,378737.0,370049.0,386919.0,397699.0
13163,466444.0,489995.0,515230.0,514017.0
13165,134894.0,143704.0,130903.0,135816.0
13167,138959.0,137017.0,132574.0,136228.0
13169,392098.0,400382.0,415254.0,388998.0
13171,384184.0,383838.0,385431.0,396516.0
13173,142134.0,148957.0,156769.0,154894.0
13175,1671630.0,1774071.0,1845028.0,1835285.0
13177,505533.0,522804.0,541501.0,546644.0
13179,3265956.0,3197093.0,3206443.0,3212350.0
13181,129208.0,130161.0,130362.0,131430.0
13183,114925.0,117315.0,116650.0,120961.0
13185,4256814.0,4337096.0,4457325.0,4563203.0
13187,626006.0,634151.0,675155.0,696558.0
13193,586925.0,596121.0,611282.0,624689.0
13195,179123.0,182627.0,189560.0,193322.0
13197,426794.0,406269.0,428360.0,428881.0
13189,437176.0,427933.0,458809.0,482010.0
13191,129046.0,122502.0,128552.0,128418.0
13199,444867.0,462361.0,470015.0,486486.0
13201,162760.0,167043.0,169009.0,171059.0
13205,746460.0,714922.0,709186.0,710687.0
13207,1608722.0,1620927.0,1537759.0,1636124.0
13209,146807.0,145285.0,138204.0,141780.0
13211,608663.0,611589.0,649071.0,672292.0
13213,1150996.0,1314181.0,1292956.0,1250877.0
13215,9321427.0,9211393.0,9560917.0,9713550.0
13217,2252854.0,2314079.0,2423209.0,2415670.0
13219,1108612.0,1150377.0,1201916.0,1254367.0
13221,315311.0,326088.0,323714.0,331793.0
13223,2049132.0,2123522.0,2211909.0,2290287.0
13225,845561.0,901372.0,903147.0,938621.0
13227,836160.0,870918.0,898120.0,929381.0
13229,337410.0,348060.0,361216.0,371570.0
13231,261192.0,264694.0,271442.0,278801.0
13233,1094434.0,1117842.0,1137185.0,1181529.0
13235,252806.0,255801.0,254685.0,265086.0
13237,456284.0,427165.0,441597.0,445696.0
13239,44123.0,44573.0,46565.0,49138.0
13241,432129.0,441871.0,454254.0,466083.0
13243,307392.0,359271.0,361550.0,362963.0
13245,11197372.0,11263690.0,11472355.0,11603709.0
13247,3400053.0,3279733.0,3359843.0,3403771.0
13249,108297.0,106081.0,108373.0,111573.0
13251,303910.0,308010.0,314439.0,330384.0
13253,256617.0,247484.0,250956.0,248233.0
13255,1868069.0,1844851.0,1902424.0,1932018.0
13257,838611.0,824162.0,836342.0,845831.0
13259,109190.0,113152.0,122926.0,131437.0
13261,995083.0,982836.0,1003719.0,1012804.0
13263,112313.0,134044.0,120922.0,136557.0
13265,38740.0,40701.0,38626.0,40876.0
13267,587283.0,580275.0,596397.0,598451.0
13269,152805.0,199898.0,201669.0,196727.0
13271,390147.0,381779.0,391750.0,400242.0
13273,237848.0,237904.0,241051.0,243756.0
13275,1994972.0,2001174.0,2021349.0,2050229.0
13277,1803154.0,1641382.0,1671954.0,1722446.0
13279,914977.0,891694.0,895077.0,909766.0
13281,277029.0,282042.0,277559.0,291115.0
13283,111594.0,116794.0,117021.0,119360.0
13285,3582110.0,3602164.0,3670290.0,3689303.0
13287,195351.0,186514.0,189957.0,190629.0
13289,172867.0,211419.0,229351.0,269210.0
13291,602821.0,598408.0,616544.0,636700.0
13293,618389.0,606611.0,617870.0,634107.0
13295,1304835.0,1286265.0,1351362.0,1382991.0
13297,1977836.0,2155338.0,2242354.0,2305512.0
13299,1217727.0,1235105.0,1245587.0,1253181.0
13301,160471.0,165502.0,166879.0,190039.0
13303,579470.0,562100.0,573325.0,580610.0
13305,696693.0,680210.0,702242.0,716988.0
13307,57433.0,60564.0,65796.0,68097.0
13309,122962.0,121901.0,122929.0,126380.0
13311,608647.0,613669.0,633395.0,651770.0
13313,5270007.0,5417769.0,5530182.0,5604981.0
13315,137874.0,134330.0,149308.0,147790.0
13317,294034.0,298943.0,299166.0,299631.0
13319,443774.0,445445.0,447175.0,469070.0
13321,317108.0,319232.0,327412.0,335248.0
15001,7233030.0,7524692.0,7867421.0,8124355.0
15003,57640119.0,58642584.0,59924134.0,61095819.0
15005,3633843.0,3748281.0,3849132.0,4083693.0
15007,4338.1125,4492.877,4536.83,4672.8195
15009,8676225.0,8985754.0,9073660.0,9345639.0
16001,21444205.0,22468149.0,23670890.0,24825864.0
16003,119571.0,120665.0,120956.0,128547.0
16005,2572790.0,2621524.0,2700656.0,2745368.0
16007,167452.0,167965.0,169017.0,171856.0
16009,285691.0,287969.0,294088.0,297905.0
16011,1234736.0,1224788.0,1289411.0,1335050.0
16013,1277812.0,1297377.0,1366700.0,1400281.0
16015,134563.0,142871.0,169151.0,221901.0
